keyword,sentiment,sw,,,,,,,,,,
lying,Negetive,-0.827411168,,,,,,,,,,
made complaint,Negetive,-0.886075949,,,,,,,,,,
made great,Positive,0.710691824,,,,,,,,,,
made loud,Negetive,-0.813953488,,,,,,,,,,
made mistake,Negetive,-0.667582418,,,,,,,,,,
made negtag_attempt,Negetive,-0.914893617,,,,,,,,,,
made negtag_difference,Negetive,-0.695906433,,,,,,,,,,
made negtag_effort,Negetive,-0.936170213,,,,,,,,,,
made noise,Negetive,-0.896296296,,,,,,,,,,
made special,Positive,0.647058824,,,,,,,,,,
made worse,Negetive,-0.796178344,,,,,,,,,,
magnificent,Positive,0.637327678,,,,,,,,,,
main complaint,Negetive,-0.673913043,,,,,,,,,,
main gripe,Negetive,-0.784172662,,,,,,,,,,
main issue,Negetive,-0.804100228,,,,,,,,,,
main problem,Negetive,-0.805447471,,,,,,,,,,
maintenance issues,Negetive,-0.645320197,,,,,,,,,,
majestic,Positive,0.303370787,,,,,,,,,,
major disappointment,Negetive,-0.834862385,,,,,,,,,,
major problem,Negetive,-0.627906977,,,,,,,,,,
make complaint,Negetive,-0.90990991,,,,,,,,,,
make fuss,Negetive,-0.709923664,,,,,,,,,,
make great,Positive,0.512195122,,,,,,,,,,
makes great,Positive,0.68,,,,,,,,,,
making noise,Negetive,-0.774358974,,,,,,,,,,
malfunctioning,Negetive,-0.669724771,,,,,,,,,,
management need,Negetive,-0.826086957,,,,,,,,,,
management needs,Negetive,-0.804878049,,,,,,,,,,
many complaints,Negetive,-0.853658537,,,,,,,,,,
many excellent,Positive,0.287356322,,,,,,,,,,
many great,Positive,0.43980344,,,,,,,,,,
many interesting,Positive,0.505882353,,,,,,,,  ,,
many issues,Negetive,-0.830188679,,,,,,,,,,
many problems,Negetive,-0.79020979,,,,,,,,,,
many thanks,Positive,0.84137931,,,,,,,,,,
many wonderful,Positive,0.52,,,,,,,,,,
marvelous,Positive,0.68503937,,,,,,,,,,
matters worse,Negetive,-0.944223108,,,,,,,,,,
meagre,Negetive,-0.743243243,,,,,,,,,,
mediocre,Negetive,-0.774365821,,,,,,,,,,
memorable,Positive,0.709157846,,,,,,,,,,
memorable experience,Positive,0.691428571,,,,,,,,,,
memorable one,Positive,0.9625,,,,,,,,,,
memorable stay,Positive,0.837209302,,,,,,,,,,
mess,Negetive,-0.732612056,,,,,,,,,,
messed,Negetive,-0.642857143,,,,,,,,,,
messy,Negetive,-0.715517241,,,,,,,,,,
meticulously,Positive,0.648351648,,,,,,,,,,
mice,Negetive,-0.920477137,,,,,,,,,,
mildew,Negetive,-0.921311475,,,,,,,,,,
miniscule,Negetive,-0.765903308,,,,,,,,,,
minuscule,Negetive,-0.786163522,,,,,,,,,,
miserable,Negetive,-0.799671593,,,,,,,,,,
miserably,Negetive,-0.923809524,,,,,,,,,,
misery,Negetive,-0.806451613,,,,,,,,,,
misfortune,Negetive,-0.897216274,,,,,,,,,,
mislead,Negetive,-0.86440678,,,,,,,,,,
misleading,Negetive,-0.846672283,,,,,,,,,,
misled,Negetive,-0.79020979,,,,,,,,,,
mismatched,Negetive,-0.904761905,,,,,,,,,,
mistake,Negetive,-0.709567751,,,,,,,,,,
modern amenities,Positive,0.663043478,,,,,,,,,,
modern bathroom,Positive,0.531190926,,,,,,,,,,
modern bathrooms,Positive,0.56,,,,,,,,,,
modern clean,Positive,0.554404145,,,,,,,,,,
modern conveniences,Positive,0.756097561,,,,,,,,,,
modern decor,Positive,0.461368653,,,,,,,,,,
modern design,Positive,0.465116279,,,,,,,,,,
modern facilities,Positive,0.461077844,,,,,,,,,,
modern feel,Positive,0.471698113,,,,,,,,,,
modern interior,Positive,0.475409836,,,,,,,,,,
modern room,Positive,0.497461929,,,,,,,,,,
modern rooms,Positive,0.531992687,,,,,,,,,,
mold,Negetive,-0.923692308,,,,,,,,,,
moldy,Negetive,-0.969162996,,,,,,,,,,
mortified,Negetive,-0.775280899,,,,,,,,,,
mould,Negetive,-0.926551598,,,,,,,,,,
mould around,Negetive,-0.95890411,,,,,,,,,,
mould growing,Negetive,-0.98019802,,,,,,,,,,
mouldy,Negetive,-0.961904762,,,,,,,,,,
mouse,Negetive,-0.881465517,,,,,,,,,,
much appreciated,Positive,0.640124095,,,,,,,,,,
much enjoyed,Positive,0.857627119,,,,,,,,,,
much worse,Negetive,-0.667673716,,,,,,,,,,
muck,negetive,-0.868131868,,,,,,,,,,
mumbled,Negetive,-0.925233645,,,,,,,,,,
must visit,Positive,0.714285714,,,,,,,   ,,,
musty,Negetive,-0.862117982,,,,,,,,,,
musty smell,Negetive,-0.822115385,,,,,,,,,,
naked,Negetive,-0.81270903,,,,,,,,,,
narrow corridor,Negetive,-0.857142857,,,,,,,,,,
narrow corridors,Negetive,-0.733333333,,,,,,,,,,
narrow staircase,Negetive,-0.801587302,,,,,,,,,,
narrow stairs,Negetive,-0.722846442,,,,,,,,,,
nasty,Negetive,-0.816249051,,,,,,,,,,
near everything,Positive,0.46,,,,,,,,,,
neat,Positive,0.305806452,,,,,,,,,,
need replacing,Negetive,-0.768707483,,,,,,,,,,
need updating,Negetive,-0.697560976,,,,,,,,,,
needed cleaning,Negetive,-0.720930233,,,,,,,,,,
needed good,Negetive,-0.739795918,,,,,,,,,,
needed replacing,Negetive,-0.831168831,,,,,,,,,,
needed updating,Negetive,-0.786885246,,,,,,,,,,
needs good,Negetive,-0.798076923,,,,,,,,,,
needs major,Negetive,-0.907692308,,,,,,,,,,
needs new,Negetive,-0.720930233,,,,,,,,,,
needs refurb,Negetive,-0.9,,,,,,,,,,
needs refurbishment,Negetive,-0.869918699,,,,,,,,,,
needs renovation,Negetive,-0.830985915,,,,,,,,,,
needs replacing,Negetive,-0.661764706,,,,,,,,,,
needs serious,Negetive,-0.92,,,,,,,,,,
needs updating,Negetive,-0.732142857,,,,,,,,,,
negative review,Negetive,-0.796116505,,,,,,,,,,
neglect,Negetive,-0.708737864,,,,,,,,,,
neglected,Negetive,-0.730769231,,,,,,,,,,
negtag_accept,Negetive,-0.817109145,,,,,,,,,,
negtag_acceptable,Negetive,-0.893824485,,,,,,,,,,
negtag_access,Negetive,-0.696969697,,,,,,,,,,
negtag_adequate,Negetive,-0.806060606,,,,,,,,,,
negtag_advise,Negetive,-0.87654321,,,,,,,,,,
negtag_advised,Negetive,-0.746268657,,,,,,,,,,
negtag_again,Negetive,-0.954636424,,,,,,,,,,
negtag_again !,Negetive,-0.971264368,,,,,,,,,,
negtag_air,Negetive,-0.749832177,,,,,,,,,,
negtag_air con,Negetive,-0.724820144,,,,,,,,,,
negtag_air condition,Negetive,-0.793103448,,,,,,,,,,
negtag_air conditioner,Negetive,-0.734693878,,,,,,,,,,
negtag_air conditioning,Negetive,-0.741089717,,,,,,,,,,
negtag_aircon,Negetive,-0.761638734,,,,,,,,,,
negtag_air-con,Negetive,-0.732620321,,,,,,,,,,
negtag_airconditioning,Negetive,-0.751552795,,,,,,,,,,
negtag_air-conditioning,Negetive,-0.722627737,,,,,,,,,,
negtag_allowed,Negetive,-0.705794948,,,,,,,,,,
negtag_alternative,Negetive,-0.923728814,,,,,,,,,,
negtag_amenities,Negetive,-0.755319149,,,,,,,,,,
negtag_amount,Negetive,-0.828571429,,,,,,,,,,
negtag_answer,Negetive,-0.885402456,,,,,,,,,,
negtag_answered,Negetive,-0.85786802,,,,,,,,,,
negtag_apologies,Negetive,-0.926605505,,,,,,,,,,
negtag_apologise,Negetive,-0.822222222,,,,,,,,,,
negtag_apology,Negetive,-0.919571046,,,,,,,,,,
negtag_appropriate,Negetive,-0.782608696,,,,,,,,,,
negtag_as clean,Negetive,-0.846153846,,,,,,,,,,
negtag_assistance,Negetive,-0.943820225,,,,,,,,,,
negtag_atmosphere,Negetive,-0.83255814,,,,,,,,,,
negtag_attached,Negetive,-0.797979798,,,,,,,,,,
negtag_attempt,Negetive,-0.880108992,,,,,,,,,,
negtag_attention,Negetive,-0.811965812,,,,,,,,,,
negtag_avail,Negetive,-0.796875,,,,,,,,,,
negtag_available,Negetive,-0.636724566,,,,,,,,,,
negtag_bath mat,Negetive,-0.822222222,,,,,,,,,,
negtag_bathrobes,Negetive,-0.745762712,,,,,,,,,,
negtag_bathroom,Negetive,-0.759656652,,,,,,,,,,
negtag_be allowed,Negetive,-0.939393939,,,,,,,,,,
negtag_be closed,Negetive,-0.855670103,,,,,,,,,,
negtag_be coming,Negetive,-1,,,,,,,,,,
negtag_be fooled,Negetive,-0.898550725,,,,,,,,,,
negtag_be recommending,Negetive,-0.967213115,,,,,,,,,,
negtag_be staying,Negetive,-0.961184883,,,,,,,,,,
negtag_be using,Negetive,-0.902439024,,,,,,,,,,
negtag_bed,Negetive,-0.799283154,,,,,,,,,,
negtag_bedside,Negetive,-0.875886525,,,,,,,,,,
negtag_bedside table,Negetive,-0.909677419,,,,,,,,,,
negtag_bedside tables,Negetive,-0.832061069,,,,,,,,,,
negtag_been cleaned,Negetive,-0.917926566,,,,,,,,,,
negtag_been serviced,Negetive,-0.700934579,,,,,,,,,,
negtag_been washed,Negetive,-0.954022989,,,,,,,,,,
negtag_big enough,Negetive,-0.721590909,,,,,,,,,,
negtag_bigger,Negetive,-0.867109635,,,,,,,,,,
negtag_bin,Negetive,-0.829787234,,,,,,,,,,
negtag_bottled water,Negetive,-0.696969697,,,,,,,,,,
negtag_bread,Negetive,-0.723577236,,,,,,,,,,
negtag_butter,Negetive,-0.748148148,,,,,,,,,,
negtag_came back,Negetive,-0.813953488,,,,,,,,,,
negtag_chair,Negetive,-0.91634981,,,,,,,,,,
negtag_chairs,Negetive,-0.863247863,,,,,,,,,,
negtag_chance,Negetive,-0.808095952,,,,,,,,,,
negtag_cheese,Negetive,-0.828125,,,,,,,,,,
negtag_choice,Negetive,-0.859685864,,,,,,,,,,
negtag_clean,Negetive,-0.934821967,,,,,,,,,,
negtag_cleaned,Negetive,-0.893009986,,,,,,,,,,
negtag_cleaned properly,Negetive,-0.934210526,,,,,,,,,,
negtag_cleanest,Negetive,-0.83625731,,,,,,,,,,
negtag_cleaning,Negetive,-0.815384615,,,,,,,,,,
negtag_cleared,Negetive,-0.67032967,,,,,,,,,,
negtag_close properly,Negetive,-0.889400922,,,,,,,,,,
negtag_closet,Negetive,-0.739910314,,,,,,,,,,
negtag_closing,Negetive,-0.842696629,,,,,,,,,,
negtag_coffee,Negetive,-0.728194726,,,,,,,,,,
negtag_cold water,Negetive,-0.891304348,,,,,,,,,,
negtag_come back,Negetive,-0.942477876,,,,,,,,,,
negtag_comfortable,Negetive,-0.771167048,,,,,,,,,,
negtag_comfy,Negetive,-0.758241758,,,,,,,,,,
negtag_coming back,Negetive,-0.925233645,,,,,,,,,,
negtag_communication,Negetive,-0.92,,,,,,,,,,
negtag_compensation,Negetive,-0.95,,,,,,,,,,
negtag_conducive,Negetive,-0.697478992,,,,,,,,,,
negtag_connected,Negetive,-0.779816514,,,,,,,,,,
negtag_consideration,Negetive,-0.847826087,,,,,,,,,,
negtag_consistent,Negetive,-0.658536585,,,,,,,,,,
negtag_control,Negetive,-0.763033175,,,,,,,,,,
negtag_convenient,Negetive,-0.641921397,,,,,,,,,,
negtag_convinced,Negetive,-0.735294118,,,,,,,,,,
negtag_cover,Negetive,-0.827160494,,,,,,,,,,
negtag_cups,Negetive,-0.877729258,,,,,,,,,,
negtag_curtain,Negetive,-0.742424242,,,,,,,,,,
negtag_curtains,Negetive,-0.886120996,,,,,,,,,,
negtag_customer service,Negetive,-0.970149254,,,,,,,,,,
negtag_cutlery,Negetive,-0.890625,,,,,,,,,,
negtag_daylight,Negetive,-0.673469388,,,,,,,,,,
negtag_decent,Negetive,-0.672131148,,,,,,,,,,
negtag_deliver,Negetive,-0.847826087,,,,,,,,,,
negtag_delivered,Negetive,-0.790849673,,,,,,,,,,
negtag_deserve,Negetive,-0.899441341,,,,,,,,,,
negtag_discount,Negetive,-0.856,,,,,,,,,,
negtag_do anything,Negetive,-0.921787709,,,,,,,,,,
negtag_double,Negetive,-0.758745476,,,,,,,,,,
negtag_double glazed,Negetive,-0.717647059,,,,,,,,,,
negtag_double glazing,Negetive,-0.771186441,,,,,,,,,,
negtag_drain,Negetive,-0.91025641,,,,,,,,,,
negtag_drinking,Negetive,-0.849056604,,,,,,,,,,
negtag_drinks,Negetive,-0.74137931,,,,,,,,,,
negtag_duvet,Negetive,-0.872093023,,,,,,,,,,
negtag_effort,Negetive,-0.845637584,,,,,,,,,,
negtag_eggs,Negetive,-0.705128205,,,,,,,,,,
negtag_electric,Negetive,-0.758241758,,,,,,,,,,
negtag_electricity,Negetive,-0.818181818,,,,,,,,,,
negtag_emptied,Negetive,-0.836363636,,,,,,,,,,
negtag_enjoyable,Negetive,-0.954022989,,,,,,,,,,
negtag_enough room,Negetive,-0.777777778,,,,,,,,,,
negtag_enough space,Negetive,-0.766666667,,,,,,,,,,
negtag_enough staff,Negetive,-0.769230769,,,,,,,,,,
negtag_enough tables,Negetive,-0.814814815,,,,,,,,,,
negtag_enough towels,Negetive,-0.714285714,,,,,,,,,,
negtag_even,Negetive,-0.81778809,,,,,,,,,,
negtag_even bother,Negetive,-0.928571429,,,,,,,,,,
negtag_even enough,Negetive,-0.835294118,,,,,,,,,,
negtag_ever,Negetive,-0.904191617,,,,,,,,,,
negtag_ever stay,Negetive,-0.990338164,,,,,,,,,,
negtag_excuse,Negetive,-0.894736842,,,,,,,,,,
negtag_explain,Negetive,-0.702970297,,,,,,,,,,
negtag_extra charge,Positive,0.514476615,,,,,,,,,,
negtag_extra cost,Positive,0.479518072,,,,,,,,,,
negtag_extractor,Negetive,-0.677419355,,,,,,,,,,
negtag_extractor fan,Negetive,-0.708333333,,,,,,,,,,
negtag_facilities,Negetive,-0.820143885,,,,,,,,,,
negtag_fans,Negetive,-0.847457627,,,,,,,,,,
negtag_fault hotel,Positive,0.804878049,,,,,,,,,,
negtag_feel comfortable,Negetive,-0.818181818,,,,,,,,,,
negtag_feel safe,Negetive,-0.955555556,,,,,,,,,,
negtag_fit,Negetive,-0.832214765,,,,,,,,,,
negtag_fitted,Negetive,-0.902439024,,,,,,,,,,
negtag_fix,Negetive,-0.847133758,,,,,,,,,,
negtag_fixed,Negetive,-0.775967413,,,,,,,,,,
negtag_flush,Negetive,-0.859922179,,,,,,,,,,
negtag_fresh,Negetive,-0.785082174,,,,,,,,,,
negtag_fresh air,Negetive,-0.768786127,,,,,,,,,,
negtag_fresh fruit,Negetive,-0.762711864,,,,,,,,,,
negtag_fried eggs,Negetive,-0.67032967,,,,,,,,,,
negtag_friendly,Negetive,-0.884253028,,,,,,,,,,
negtag_fruit,Negetive,-0.816733068,,,,,,,,,,
negtag_fun,Negetive,-0.75,,,,,,,,,,
negtag_function,Negetive,-0.759398496,,,,,,,,,,
negtag_functional,Negetive,-0.793814433,,,,,,,,,,
negtag_functioning,Negetive,-0.685279188,,,,,,,,,,
negtag_furniture,Negetive,-0.921568627,,,,,,,,,,
negtag_give us,Negetive,-0.782312925,,,,,,,,,,
negtag_glass,Negetive,-0.851851852,,,,,,,,,,
negtag_glasses,Negetive,-0.864583333,,,,,,,,,,
negtag_good,Negetive,-0.761919898,,,,,,,,,,
negtag_good !,Negetive,-0.660377358,,,,,,,,,,
negtag_good enough,Negetive,-0.821538462,,,,,,,,,,
negtag_good experience,Negetive,-0.918781726,,,,,,,,,,
negtag_good start,Negetive,-0.848214286,,,,,,,,,,
negtag_good value,Negetive,-0.851662404,,,,,,,,,,
negtag_great experience,Negetive,-0.907284768,,,,,,,,,,
negtag_great start,Negetive,-0.886178862,,,,,,,,,,
negtag_greeted,Negetive,-0.839285714,,,,,,,,,,
negtag_guest,Negetive,-0.704225352,,,,,,,,,,
negtag_hair dryer,Negetive,-0.704467354,,,,,,,,,,
negtag_hairdryer,Negetive,-0.776536313,,,,,,,,,,
negtag_hand towel,Negetive,-0.685393258,,,,,,,,,,
negtag_hand towels,Negetive,-0.845238095,,,,,,,,,,
negtag_handle,Negetive,-0.847457627,,,,,,,,,,
negtag_hangers,Negetive,-0.912087912,,,,,,,,,,
negtag_happy,Negetive,-0.752078609,,,,,,,,,,
negtag_have good,Negetive,-0.685714286,,,,,,,,,,
negtag_heat,Negetive,-0.883211679,,,,,,,,,,
negtag_heating,Negetive,-0.87020649,,,,,,,,,,
negtag_help,Negetive,-0.87417703,,,,,,,,,,
negtag_helped,Negetive,-0.76119403,,,,,,,,,,
negtag_helpful,Negetive,-0.884615385,,,,,,,,,,
negtag_hesitate,Positive,0.877520537714712,,,,,,,,,,
negtag_hesitation,Positive,0.81752701080432,,,,,,,,,,
negtag_hooks,Negetive,-0.722222222,,,,,,,,,,
negtag_hot,Negetive,-0.804238143,,,,,,,,,,
negtag_hot water,Negetive,-0.887245841,,,,,,,,,,
negtag_impressed,Negetive,-0.861261261,,,,,,,,,,
negtag_in good,Negetive,-0.785310734,,,,,,,,,,
negtag_info,Negetive,-0.846153846,,,,,,,,,,
negtag_inform,Negetive,-0.85106383,,,,,,,,,,
negtag_information,Negetive,-0.835294118,,,,,,,,,,
negtag_informed,Negetive,-0.857142857,,,,,,,,,,
negtag_instructions,Negetive,-0.745583039,,,,,,,,,,
negtag_interest,Negetive,-0.901639344,,,,,,,,,,
negtag_interested,Negetive,-0.901437372,,,,,,,,,,
negtag_internet,Negetive,-0.857519789,,,,,,,,,,
negtag_ironing,Negetive,-0.838509317,,,,,,,,,,
negtag_ironing board,Negetive,-0.851851852,,,,,,,,,,
negtag_justify,Negetive,-0.666666667,,,,,,,,,,
negtag_key,Negetive,-0.837398374,,,,,,,,,,
negtag_kitchen,Negetive,-0.752941176,,,,,,,,,,
negtag_knowledge,Negetive,-0.860465116,,,,,,,,,,
negtag_light,Negetive,-0.749019608,,,,,,,,,,
negtag_lights,Negetive,-0.881578947,,,,,,,,,,
negtag_live,Negetive,-0.821596244,,,,,,,,,,
negtag_lock,Negetive,-0.853333333,,,,,,,,,,
negtag_locked,Negetive,-0.777777778,,,,,,,,,,
negtag_lockers,Negetive,-0.87628866,,,,,,,,,,
negtag_locks,Negetive,-0.855421687,,,,,,,,,,
negtag_luck,Negetive,-0.735849057,,,,,,,,,,
negtag_maintenance,Negetive,-0.831578947,,,,,,,,,,
negtag_management,Negetive,-0.936842105,,,,,,,,,,
negtag_manager,Negetive,-0.96350365,,,,,,,,,,
negtag_match,Negetive,-0.756373938,,,,,,,,,,
negtag_mattress,Negetive,-0.941747573,,,,,,,,,,
negtag_milk,Negetive,-0.824175824,,,,,,,,,,
negtag_move,Negetive,-0.799307958,,,,,,,,,,
negtag_much better,Negetive,-0.906382979,,,,,,,,,,
negtag_natural,Negetive,-0.701388889,,,,,,,,,,
negtag_natural light,Negetive,-0.709401709,,,,,,,,,,
negtag_nice,Negetive,-0.768508863,,,,,,,,,,
negtag_noise,Positive,0.485606418,,,,,,,,,,
negtag_offer,Negetive,-0.764465623,,,,,,,,,,
negtag_offered,Negetive,-0.74,,,,,,,,,,
negtag_ok,Negetive,-0.847619048,,,,,,,,,,
negtag_one answered,negetive,-0.863636364,,,,,,,,,,
negtag_one came,Negetive,-0.85488959,,,,,,,,,,
negtag_one could,Negetive,-0.768786127,,,,,,,,,,
negtag_one offered,Negetive,-0.83908046,,,,,,,,,,
negtag_open window,Negetive,-0.787610619,,,,,,,,,,
negtag_option,Negetive,-0.767045455,,,,,,,,,,
negtag_other choice,Negetive,-0.827586207,,,,,,,,,,
negtag_other option,Negetive,-0.881355932,,,,,,,,,,
negtag_other options,Negetive,-0.87804878,,,,,,,,,,
negtag_other room,Negetive,-0.872,,,,,,,,,,
negtag_outside noise,Positive,0.431818182,,,,,,,,,,
negtag_particularly clean,Negetive,-0.981481481,,,,,,,,,,
negtag_particularly friendly,Negetive,-0.794117647,,,,,,,,,,
negtag_particularly helpful,Negetive,-0.75,,,,,,,,,,
negtag_personal,Negetive,-0.813953488,,,,,,,,,,
negtag_phone,Negetive,-0.76626506,,,,,,,,,,
negtag_phones,Negetive,-0.780487805,,,,,,,,,,
negtag_pictures,Negetive,-0.831325301,,,,,,,,,,
negtag_plates,Negetive,-0.830065359,,,,,,,,,,
negtag_pleasant,Negetive,-0.878612717,,,,,,,,,,
negtag_pleasant experience,Negetive,-0.955882353,,,,,,,,,,
negtag_pleased,Negetive,-0.725490196,,,,,,,,,,
negtag_plug,Negetive,-0.813411079,,,,,,,,,,
negtag_plug sockets,Negetive,-0.761904762,,,,,,,,,,
negtag_porter,Negetive,-0.74,,,,,,,,,,
negtag_possibility,Negetive,-0.798561151,,,,,,,,,,
negtag_possible,Negetive,-0.746678477,,,,,,,,,,
negtag_practical,Negetive,-0.808823529,,,,,,,,,,
negtag_prepared,Negetive,-0.737931034,,,,,,,,,,
negtag_privacy,Negetive,-0.790754258,,,,,,,,,,
negtag_private,Negetive,-0.679012346,,,,,,,,,,
negtag_proper,Negetive,-0.796909492,,,,,,,,,,
negtag_properly,Negetive,-0.797260274,,,,,,,,,,
negtag_quality,Negetive,-0.816666667,,,,,,,,,,
negtag_reccomend,Negetive,-0.909090909,,,,,,,,,,
negtag_reception,Negetive,-0.769392034,,,,,,,,,,
negtag_recomend,Negetive,-0.961904762,,,,,,,,,,
negtag_recommend,Negetive,-0.878287256,,,,,,,,,,
negtag_recommend anyone,Negetive,-1,,,,,,,,,,
negtag_recommend hotel,Negetive,-0.8125,,,,,,,,,,
negtag_recommend staying,Negetive,-0.943060498,,,,,,,,,,
negtag_recommended,Negetive,-0.796133568,,,,,,,,,,
negtag_refilled,Negetive,-0.743119266,,,,,,,,,,
negtag_refund,Negetive,-0.906197655,,,,,,,,,,
negtag_refunds,Negetive,-0.882352941,,,,,,,,,,
negtag_relaxing,Negetive,-0.818181818,,,,,,,,,,
negtag_remote control,Negetive,-0.857142857,,,,,,,,,,
negtag_reply,Negetive,-0.897435897,,,,,,,,,,
negtag_resolved,Negetive,-0.788461538,,,,,,,,,,
negtag_respect,Negetive,-0.913043478,,,,,,,,,,
negtag_respond,Negetive,-0.913978495,,,,,,,,,,
negtag_responded,Negetive,-0.87804878,,,,,,,,,,
negtag_response,Negetive,-0.935933148,,,,,,,,,,
negtag_responsibility,Negetive,-0.93877551,,,,,,,,,,
negtag_responsible,Negetive,-0.816326531,,,,,,,,,,
negtag_return,Negetive,-0.939933259,,,,,,,,,,
negtag_road noise,Positive,0.422222222,,,,,,,,,,
negtag_room,Negetive,-0.785825142,,,,,,,,,,
negtag_room available,Negetive,-0.869565217,,,,,,,,,,
negtag_rooms,Negetive,-0.762424242,,,,,,,,,,
negtag_rooms available,Negetive,-0.768924303,,,,,,,,,,
negtag_safe,Negetive,-0.729456384,,,,,,,,,,
negtag_safety,Negetive,-0.768707483,,,,,,,,,,
negtag_satisfied,Negetive,-0.675213675,,,,,,,,,,
negtag_seating,Negetive,-0.804878049,,,,,,,,,,
negtag_secure,Negetive,-0.852760736,,,,,,,,,,
negtag_security,Negetive,-0.899543379,,,,,,,,,,
negtag_service,Negetive,-0.81237525,,,,,,,,,,
negtag_serviced,Negetive,-0.798076923,,,,,,,,,,
negtag_shampoo,Negetive,-0.755501222,,,,,,,,,,
negtag_shelf,Negetive,-0.764044944,,,,,,,,,,
negtag_shelves,Negetive,-0.748691099,,,,,,,,,,
negtag_shower,Negetive,-0.768976898,,,,,,,,,,
negtag_shower curtain,Negetive,-0.794117647,,,,,,,,,,
negtag_shower gel,Negetive,-0.772972973,,,,,,,,,,
negtag_shut,negetive,-0.872340426,,,,,,,,,,
negtag_shut properly,Negetive,-0.894736842,,,,,,,,,,
negtag_signal,Negetive,-0.786982249,,,,,,,,,,
negtag_sink,Negetive,-0.723076923,,,,,,,,,,
negtag_sleep,Negetive,-0.876747799,,,,,,,,,,
negtag_sleep due,Negetive,-0.802197802,,,,,,,,,,
negtag_sleep well,Negetive,-0.788888889,,,,,,,,,,
negtag_slippers,Negetive,-0.724489796,,,,,,,,,,
negtag_smile,Negetive,-0.852713178,,,,,,,,,,
negtag_smiles,Negetive,-0.931034483,,,,,,,,,,
negtag_so clean,Negetive,-0.888888889,,,,,,,,,,
negtag_soap,negetive,-0.858695652,,,,,,,,,,
negtag_solution,Negetive,-0.960784314,,,,,,,,,,
negtag_sound proof,Negetive,-0.700787402,,,,,,,,,,
negtag_sound proofing,Negetive,-0.917355372,,,,,,,,,,
negtag_soundproof,Negetive,-0.67032967,,,,,,,,,,
negtag_soundproofing,Negetive,-0.913043478,,,,,,,,,,
negtag_space,Negetive,-0.812369701,,,,,,,,,,
negtag_special,Negetive,-0.628318584,,,,,,,,,,
negtag_spoons,Negetive,-0.903614458,,,,,,,,,,
negtag_staff,Negetive,-0.82559775,,,,,,,,,,
negtag_stand,Negetive,-0.789473684,,,,,,,,,,
negtag_stay,Negetive,-0.871405139,,,,,,,,,,
negtag_storage,Negetive,-0.761904762,,,,,,,,,,
negtag_storage space,Negetive,-0.769230769,,,,,,,,,,
negtag_street noise,Positive,0.467889908,,,,,,,,,,
negtag_suggest,negetive,-0.863636364,,,,,,,,,,
negtag_suitable,Negetive,-0.687218045,,,,,,,,,,
negtag_support,Negetive,-0.807407407,,,,,,,,,,
negtag_switch,Negetive,-0.770114943,,,,,,,,,,
negtag_table,Negetive,-0.799410029,,,,,,,,,,
negtag_tables,Negetive,-0.748571429,,,,,,,,,,
negtag_telephone,Negetive,-0.794117647,,,,,,,,,,
negtag_thanks,Negetive,-0.805128205,,,,,,,,,,
negtag_that clean,Negetive,-0.888111888,,,,,,,,,,
negtag_tissues,Negetive,-0.747126437,,,,,,,,,,
negtag_toast,Negetive,-0.772357724,,,,,,,,,,
negtag_toilet,Negetive,-0.876623377,,,,,,,,,,
negtag_toilet paper,Negetive,-0.945945946,,,,,,,,,,
negtag_toilet roll,Negetive,-0.969465649,,,,,,,,,,
negtag_toiletries,Negetive,-0.75,,,,,,,,,,
negtag_told,Negetive,-0.804416404,,,,,,,,,,
negtag_top sheet,Negetive,-0.65,,,,,,,,,,
negtag_towel,Negetive,-0.820895522,,,,,,,,,,
negtag_towels,Negetive,-0.903508772,,,,,,,,,,
negtag_traffic noise,Positive,0.504424779,,,,,,,,,,
negtag_trained,Negetive,-0.966101695,,,,,,,,,,
negtag_trust,Negetive,-0.970588235,,,,,,,,,,
negtag_tv,Negetive,-0.705069124,,,,,,,,,,
negtag_understanding,Negetive,-0.822222222,,,,,,,,,,
negtag_upgrade,Negetive,-0.753968254,,,,,,,,,,
negtag_vacuumed,Negetive,-0.76146789,,,,,,,,,,
negtag_value,Negetive,-0.913402062,,,,,,,,,,
negtag_variety,Negetive,-0.793103448,,,,,,,,,,
negtag_ventilation,Negetive,-0.90389016,,,,,,,,,,
negtag_very clean,Negetive,-0.947586207,,,,,,,,,,
negtag_very friendly,Negetive,-0.785557987,,,,,,,,,,
negtag_very happy,Negetive,-0.752212389,,,,,,,,,,
negtag_very helpful,Negetive,-0.857777778,,,,,,,,,,
negtag_very impressed,Negetive,-0.804347826,,,,,,,,,,
negtag_very nice,Negetive,-0.728735632,,,,,,,,,,
negtag_very pleasant,Negetive,-0.730569948,,,,,,,,,,
negtag_very welcoming,Negetive,-0.752212389,,,,,,,,,,
negtag_very well,Negetive,-0.708920188,,,,,,,,,,
negtag_wardrobe,Negetive,-0.723549488,,,,,,,,,,
negtag_washed,Negetive,-0.923664122,,,,,,,,,,
negtag_water,Negetive,-0.827868852,,,,,,,,,,
negtag_water pressure,Negetive,-0.854545455,,,,,,,,,,
negtag_way,Negetive,-0.769081501,,,,,,,,,,
negtag_welcome,Negetive,-0.865384615,,,,,,,,,,
negtag_welcoming,Negetive,-0.921824104,,,,,,,,,,
negtag_well,Negetive,-0.708908407,,,,,,,,,,
negtag_well maintained,Negetive,-0.865168539,,,,,,,,,,
